year_month,direction,sex,age,estimate
2018-09,Arrivals,Female,70-74 years,50.928
2018-10,Arrivals,Female,70-74 years,77.27
2018-11,Arrivals,Female,70-74 years,108.778
2018-12,Arrivals,Female,70-74 years,90.672
2019-01,Arrivals,Female,70-74 years,56.278
2019-02,Arrivals,Female,70-74 years,61.25
2019-03,Arrivals,Female,70-74 years,52.318
2019-04,Arrivals,Female,70-74 years,37.358
2017-12,Arrivals,Male,70-74 years,64
2018-01,Arrivals,Male,70-74 years,52.858
2018-02,Arrivals,Male,70-74 years,37.742
2018-03,Arrivals,Male,70-74 years,34.638
2018-04,Arrivals,Male,70-74 years,28.09
2018-05,Arrivals,Male,70-74 years,45.77
2018-06,Arrivals,Male,70-74 years,42.924
2018-07,Arrivals,Male,70-74 years,39.258
2018-08,Arrivals,Male,70-74 years,39.236
2018-09,Arrivals,Male,70-74 years,51.134
2018-10,Arrivals,Male,70-74 years,86.6
2018-11,Arrivals,Male,70-74 years,112.196
2018-12,Arrivals,Male,70-74 years,94.994
2019-01,Arrivals,Male,70-74 years,69.28
2019-02,Arrivals,Male,70-74 years,61.54
2019-03,Arrivals,Male,70-74 years,60.086
2019-04,Arrivals,Male,70-74 years,39.054
2017-12,Arrivals,Female,75-79 years,30
2018-01,Arrivals,Female,75-79 years,25
2018-02,Arrivals,Female,75-79 years,19.94
2018-03,Arrivals,Female,75-79 years,19.07
2018-04,Arrivals,Female,75-79 years,21.042
2018-05,Arrivals,Female,75-79 years,21.352
2018-06,Arrivals,Female,75-79 years,11.598
2018-07,Arrivals,Female,75-79 years,18.61
2018-08,Arrivals,Female,75-79 years,19.942
2018-09,Arrivals,Female,75-79 years,32.26
2018-10,Arrivals,Female,75-79 years,33.294
2018-11,Arrivals,Female,75-79 years,43.686
2018-12,Arrivals,Female,75-79 years,48.646
2019-01,Arrivals,Female,75-79 years,30.242
2019-02,Arrivals,Female,75-79 years,26.884
2019-03,Arrivals,Female,75-79 years,23.31
2019-04,Arrivals,Female,75-79 years,21.25
2017-12,Arrivals,Male,75-79 years,26
2018-01,Arrivals,Male,75-79 years,26.064
2018-02,Arrivals,Male,75-79 years,18
2018-03,Arrivals,Male,75-79 years,20.148
2018-04,Arrivals,Male,75-79 years,19.176
2018-05,Arrivals,Male,75-79 years,18.16
2018-06,Arrivals,Male,75-79 years,19.396
2018-07,Arrivals,Male,75-79 years,14.566
2018-08,Arrivals,Male,75-79 years,18.962
2018-09,Arrivals,Male,75-79 years,24.976
2018-10,Arrivals,Male,75-79 years,35.312
2018-11,Arrivals,Male,75-79 years,46.224
2018-12,Arrivals,Male,75-79 years,44.194
2019-01,Arrivals,Male,75-79 years,30.68
2019-02,Arrivals,Male,75-79 years,30.392
2019-03,Arrivals,Male,75-79 years,25.764
2019-04,Arrivals,Male,75-79 years,19.99
2017-12,Arrivals,Female,80-84 years,18
2018-01,Arrivals,Female,80-84 years,9
2018-02,Arrivals,Female,80-84 years,13.962
2018-03,Arrivals,Female,80-84 years,12.114
2018-04,Arrivals,Female,80-84 years,8.394
2018-05,Arrivals,Female,80-84 years,10.946
2018-06,Arrivals,Female,80-84 years,9.29
2018-07,Arrivals,Female,80-84 years,6.746
2018-08,Arrivals,Female,80-84 years,8.954
2018-09,Arrivals,Female,80-84 years,9.428
2018-10,Arrivals,Female,80-84 years,20.166
2018-11,Arrivals,Female,80-84 years,24.788
2018-12,Arrivals,Female,80-84 years,25.14
2019-01,Arrivals,Female,80-84 years,16.31
2019-02,Arrivals,Female,80-84 years,21.038
2019-03,Arrivals,Female,80-84 years,13.96
2019-04,Arrivals,Female,80-84 years,8.392
2017-12,Arrivals,Male,80-84 years,10
2018-01,Arrivals,Male,80-84 years,13
2018-02,Arrivals,Male,80-84 years,10
2018-03,Arrivals,Male,80-84 years,5.884
2018-04,Arrivals,Male,80-84 years,12.282
2018-05,Arrivals,Male,80-84 years,8.778
2018-06,Arrivals,Male,80-84 years,9.462
2018-07,Arrivals,Male,80-84 years,6.182
2018-08,Arrivals,Male,80-84 years,12.674
2018-09,Arrivals,Male,80-84 years,16.456
2018-10,Arrivals,Male,80-84 years,18.102
2018-11,Arrivals,Male,80-84 years,20.764
2018-12,Arrivals,Male,80-84 years,23.234
2019-01,Arrivals,Male,80-84 years,17.394
2019-02,Arrivals,Male,80-84 years,19.342
2019-03,Arrivals,Male,80-84 years,12.87
2019-04,Arrivals,Male,80-84 years,9.316
2017-12,Arrivals,Female,85-89 years,9
2018-01,Arrivals,Female,85-89 years,6
2018-02,Arrivals,Female,85-89 years,8
2018-03,Arrivals,Female,85-89 years,3
2018-04,Arrivals,Female,85-89 years,2.254
2018-05,Arrivals,Female,85-89 years,2.776
2018-06,Arrivals,Female,85-89 years,2.432
2018-07,Arrivals,Female,85-89 years,2.774
2018-08,Arrivals,Female,85-89 years,6.648
2018-09,Arrivals,Female,85-89 years,6.492
2018-10,Arrivals,Female,85-89 years,6.794
2018-11,Arrivals,Female,85-89 years,12.446
2018-12,Arrivals,Female,85-89 years,10.41
2019-01,Arrivals,Female,85-89 years,11.048
2019-02,Arrivals,Female,85-89 years,4.566
2019-03,Arrivals,Female,85-89 years,5.154
2019-04,Arrivals,Female,85-89 years,3.29
2017-12,Arrivals,Male,85-89 years,7
2018-01,Arrivals,Male,85-89 years,1
2018-02,Arrivals,Male,85-89 years,5
2018-03,Arrivals,Male,85-89 years,4
2018-04,Arrivals,Male,85-89 years,4
2018-05,Arrivals,Male,85-89 years,4.46
2018-06,Arrivals,Male,85-89 years,0.652
2018-07,Arrivals,Male,85-89 years,0.9
2018-08,Arrivals,Male,85-89 years,1.96
2018-09,Arrivals,Male,85-89 years,5.152
2018-10,Arrivals,Male,85-89 years,4.434
2018-11,Arrivals,Male,85-89 years,6.092
2018-12,Arrivals,Male,85-89 years,6.924
2019-01,Arrivals,Male,85-89 years,4.83
2019-02,Arrivals,Male,85-89 years,4.174
2019-03,Arrivals,Male,85-89 years,3.446
2019-04,Arrivals,Male,85-89 years,2.944
2017-12,Arrivals,Female,90+ years,4
2018-01,Arrivals,Female,90+ years,1
2018-03,Arrivals,Female,90+ years,3
2018-04,Arrivals,Female,90+ years,3
2018-05,Arrivals,Female,90+ years,1.142
2018-06,Arrivals,Female,90+ years,0.848
2018-07,Arrivals,Female,90+ years,0.132
2018-08,Arrivals,Female,90+ years,1.6
2018-10,Arrivals,Female,90+ years,2.608
2018-11,Arrivals,Female,90+ years,2.558
2018-12,Arrivals,Female,90+ years,4.418
2019-01,Arrivals,Female,90+ years,1.972
2019-02,Arrivals,Female,90+ years,1.526
2019-03,Arrivals,Female,90+ years,0.724
2019-04,Arrivals,Female,90+ years,2.458
2017-12,Arrivals,Male,90+ years,1
2018-01,Arrivals,Male,90+ years,1
2018-03,Arrivals,Male,90+ years,2
2018-04,Arrivals,Male,90+ years,1
2018-05,Arrivals,Male,90+ years,1
2018-06,Arrivals,Male,90+ years,1.168
2018-07,Arrivals,Male,90+ years,0.822
2018-08,Arrivals,Male,90+ years,0.786
2018-09,Arrivals,Male,90+ years,2.148
2018-10,Arrivals,Male,90+ years,0.284
2018-11,Arrivals,Male,90+ years,2.044
2018-12,Arrivals,Male,90+ years,3.824
2019-01,Arrivals,Male,90+ years,3.534
2019-02,Arrivals,Male,90+ years,0.284
2019-03,Arrivals,Male,90+ years,1.022
2019-04,Arrivals,Male,90+ years,0.766
2017-12,Departures,Female,0-4 years,325
2018-01,Departures,Female,0-4 years,246
2018-02,Departures,Female,0-4 years,212.124
2018-03,Departures,Female,0-4 years,247.042
2018-04,Departures,Female,0-4 years,213.126
2018-05,Departures,Female,0-4 years,258.566
2018-06,Departures,Female,0-4 years,242.556
2018-07,Departures,Female,0-4 years,266.932
2018-08,Departures,Female,0-4 years,271.574
2018-09,Departures,Female,0-4 years,250.332
2018-10,Departures,Female,0-4 years,220.682
2018-11,Departures,Female,0-4 years,224.524
2018-12,Departures,Female,0-4 years,350.742
2019-01,Departures,Female,0-4 years,263.182
2019-02,Departures,Female,0-4 years,197.68
2019-03,Departures,Female,0-4 years,267.696
2019-04,Departures,Female,0-4 years,198.094
2017-12,Departures,Male,0-4 years,344
2018-01,Departures,Male,0-4 years,270.922
2018-02,Departures,Male,0-4 years,224.812
2018-03,Departures,Male,0-4 years,251.482
2018-04,Departures,Male,0-4 years,223.286
2018-05,Departures,Male,0-4 years,265.376
2018-06,Departures,Male,0-4 years,270.758
2018-07,Departures,Male,0-4 years,308.38
2018-08,Departures,Male,0-4 years,250.744
2018-09,Departures,Male,0-4 years,245.574
2018-10,Departures,Male,0-4 years,235.986
2018-11,Departures,Male,0-4 years,254.354
2018-12,Departures,Male,0-4 years,356.564
2019-01,Departures,Male,0-4 years,294.002
2019-02,Departures,Male,0-4 years,212.756
2019-03,Departures,Male,0-4 years,296.53
2019-04,Departures,Male,0-4 years,221.65
2017-12,Departures,Female,10-14 years,297
2018-01,Departures,Female,10-14 years,235.72
2018-02,Departures,Female,10-14 years,82.822
2018-03,Departures,Female,10-14 years,78.514
2018-04,Departures,Female,10-14 years,123.556
2018-05,Departures,Female,10-14 years,89.264
2018-06,Departures,Female,10-14 years,96.15
2018-07,Departures,Female,10-14 years,152.062
2018-08,Departures,Female,10-14 years,122.334
2018-09,Departures,Female,10-14 years,135.604
2018-10,Departures,Female,10-14 years,114.514
2018-11,Departures,Female,10-14 years,112.038
2018-12,Departures,Female,10-14 years,408.686
2019-01,Departures,Female,10-14 years,226.328
2019-02,Departures,Female,10-14 years,96.788
2019-03,Departures,Female,10-14 years,84.246
2019-04,Departures,Female,10-14 years,121.754
2017-12,Departures,Male,10-14 years,313
2018-01,Departures,Male,10-14 years,201.572
2018-02,Departures,Male,10-14 years,106.894
2018-03,Departures,Male,10-14 years,82.696
2018-04,Departures,Male,10-14 years,132.48
2018-05,Departures,Male,10-14 years,88.114
2018-06,Departures,Male,10-14 years,114.388
2018-07,Departures,Male,10-14 years,199.534
2018-08,Departures,Male,10-14 years,112.182
2018-09,Departures,Male,10-14 years,118.904
2018-10,Departures,Male,10-14 years,128.22
2018-11,Departures,Male,10-14 years,126.152
2018-12,Departures,Male,10-14 years,423.064
2019-01,Departures,Male,10-14 years,248.472
2019-02,Departures,Male,10-14 years,98.992
2019-03,Departures,Male,10-14 years,81.946
2019-04,Departures,Male,10-14 years,125.544
2017-12,Departures,Female,15-19 years,500
2018-01,Departures,Female,15-19 years,343.136
2018-02,Departures,Female,15-19 years,209.334
2018-03,Departures,Female,15-19 years,167.162
2018-04,Departures,Female,15-19 years,167.85
2018-05,Departures,Female,15-19 years,174.726
2018-06,Departures,Female,15-19 years,187.566
2018-07,Departures,Female,15-19 years,272.624
2018-08,Departures,Female,15-19 years,225.806
2018-09,Departures,Female,15-19 years,223.438
2018-10,Departures,Female,15-19 years,144.942
2018-11,Departures,Female,15-19 years,459.318
2018-12,Departures,Female,15-19 years,571.61
2019-01,Departures,Female,15-19 years,343.246
2019-02,Departures,Female,15-19 years,198.642
2019-03,Departures,Female,15-19 years,162.45
2019-04,Departures,Female,15-19 years,200.602
2017-12,Departures,Male,15-19 years,557
2018-01,Departures,Male,15-19 years,314
2018-02,Departures,Male,15-19 years,195.164
2018-03,Departures,Male,15-19 years,163.816
2018-04,Departures,Male,15-19 years,155.338
2018-05,Departures,Male,15-19 years,160.706
2018-06,Departures,Male,15-19 years,207.81
2018-07,Departures,Male,15-19 years,304.804
2018-08,Departures,Male,15-19 years,240.674
2018-09,Departures,Male,15-19 years,242.348
2018-10,Departures,Male,15-19 years,171.932
2018-11,Departures,Male,15-19 years,464.254
2018-12,Departures,Male,15-19 years,590.012
2019-01,Departures,Male,15-19 years,300.242
2019-02,Departures,Male,15-19 years,190.948
2019-03,Departures,Male,15-19 years,155.136
2019-04,Departures,Male,15-19 years,172.87
2017-12,Departures,Female,20-24 years,859
2018-01,Departures,Female,20-24 years,607.402
2018-02,Departures,Female,20-24 years,635.99
2018-03,Departures,Female,20-24 years,631.45
2018-04,Departures,Female,20-24 years,526.638
2018-05,Departures,Female,20-24 years,601.064
2018-06,Departures,Female,20-24 years,684.536
2018-07,Departures,Female,20-24 years,663.366
2018-08,Departures,Female,20-24 years,581.662
2018-09,Departures,Female,20-24 years,478.452
2018-10,Departures,Female,20-24 years,513.15
2018-11,Departures,Female,20-24 years,759.208
2018-12,Departures,Female,20-24 years,918.542
2019-01,Departures,Female,20-24 years,599.044
2019-02,Departures,Female,20-24 years,512
2019-03,Departures,Female,20-24 years,515.508
2019-04,Departures,Female,20-24 years,448.872
2017-12,Departures,Male,20-24 years,896
2018-01,Departures,Male,20-24 years,633.55
2018-02,Departures,Male,20-24 years,608.282
2018-03,Departures,Male,20-24 years,620.254
2018-04,Departures,Male,20-24 years,567.614
2018-05,Departures,Male,20-24 years,602.99
2018-06,Departures,Male,20-24 years,696.44
2018-07,Departures,Male,20-24 years,707.874
2018-08,Departures,Male,20-24 years,680.568
2018-09,Departures,Male,20-24 years,549.952
2018-10,Departures,Male,20-24 years,508.138
2018-11,Departures,Male,20-24 years,748.162
2018-12,Departures,Male,20-24 years,836.964
2019-01,Departures,Male,20-24 years,609.286
2019-02,Departures,Male,20-24 years,517.644
2019-03,Departures,Male,20-24 years,508.594
2019-04,Departures,Male,20-24 years,447.918
2017-12,Departures,Female,25-29 years,918
2018-01,Departures,Female,25-29 years,689.184
2018-02,Departures,Female,25-29 years,720.87
2018-03,Departures,Female,25-29 years,914.28
2018-04,Departures,Female,25-29 years,821.508
2018-05,Departures,Female,25-29 years,890.404
2018-06,Departures,Female,25-29 years,841.244
2018-07,Departures,Female,25-29 years,769.004
2018-08,Departures,Female,25-29 years,693.036
2018-09,Departures,Female,25-29 years,659.52
2018-10,Departures,Female,25-29 years,674.744
2018-11,Departures,Female,25-29 years,723.666
2018-12,Departures,Female,25-29 years,1003.518
2019-01,Departures,Female,25-29 years,769.656
2019-02,Departures,Female,25-29 years,750.494
2019-03,Departures,Female,25-29 years,791.388
2019-04,Departures,Female,25-29 years,686.474
2017-12,Departures,Male,25-29 years,1023
2018-01,Departures,Male,25-29 years,740.572
2018-02,Departures,Male,25-29 years,774.506
2018-03,Departures,Male,25-29 years,991.696
2018-04,Departures,Male,25-29 years,876.838
2018-05,Departures,Male,25-29 years,943.17
2018-06,Departures,Male,25-29 years,920.658
2018-07,Departures,Male,25-29 years,919.396
2018-08,Departures,Male,25-29 years,813.09
2018-09,Departures,Male,25-29 years,733.008
2018-10,Departures,Male,25-29 years,777.384
2018-11,Departures,Male,25-29 years,816.974
2018-12,Departures,Male,25-29 years,1055.59
2019-01,Departures,Male,25-29 years,825.646
2019-02,Departures,Male,25-29 years,756.494
2019-03,Departures,Male,25-29 years,805.398
2019-04,Departures,Male,25-29 years,696.728
2017-12,Departures,Female,30-34 years,522
2018-01,Departures,Female,30-34 years,400.53
2018-02,Departures,Female,30-34 years,412.01
2018-03,Departures,Female,30-34 years,463.17
2018-04,Departures,Female,30-34 years,406.774
2018-05,Departures,Female,30-34 years,481.566
2018-06,Departures,Female,30-34 years,498.502
2018-07,Departures,Female,30-34 years,485.404
2018-08,Departures,Female,30-34 years,441.702
2018-09,Departures,Female,30-34 years,438.822
2018-10,Departures,Female,30-34 years,452.148
2018-11,Departures,Female,30-34 years,463.734
2018-12,Departures,Female,30-34 years,640.858
2019-01,Departures,Female,30-34 years,464.794
2019-02,Departures,Female,30-34 years,419.252
2019-03,Departures,Female,30-34 years,502.454
2019-04,Departures,Female,30-34 years,434.2
2017-12,Departures,Male,30-34 years,621
2018-01,Departures,Male,30-34 years,408.474
2018-02,Departures,Male,30-34 years,442.62
2018-03,Departures,Male,30-34 years,557.318
2018-04,Departures,Male,30-34 years,468.75
2018-05,Departures,Male,30-34 years,520.088
2018-06,Departures,Male,30-34 years,520.86
2018-07,Departures,Male,30-34 years,491.85
2018-08,Departures,Male,30-34 years,465.91
2018-09,Departures,Male,30-34 years,438.142
2018-10,Departures,Male,30-34 years,466.196
2018-11,Departures,Male,30-34 years,478.982
2018-12,Departures,Male,30-34 years,641.188
2019-01,Departures,Male,30-34 years,528.032
2019-02,Departures,Male,30-34 years,439.354
2019-03,Departures,Male,30-34 years,513.25
2019-04,Departures,Male,30-34 years,449.448
2017-12,Departures,Female,35-39 years,379
2018-01,Departures,Female,35-39 years,248
2018-02,Departures,Female,35-39 years,224.326
2018-03,Departures,Female,35-39 years,281.952
2018-04,Departures,Female,35-39 years,259.032
2018-05,Departures,Female,35-39 years,265.296
2018-06,Departures,Female,35-39 years,267.586
2018-07,Departures,Female,35-39 years,299.732
2018-08,Departures,Female,35-39 years,277.396
2018-09,Departures,Female,35-39 years,247.832
2018-10,Departures,Female,35-39 years,251.324
2018-11,Departures,Female,35-39 years,254.854
2018-12,Departures,Female,35-39 years,422.658
2019-01,Departures,Female,35-39 years,276.594
2019-02,Departures,Female,35-39 years,219.762
2019-03,Departures,Female,35-39 years,264.728
2019-04,Departures,Female,35-39 years,241.42
2017-12,Departures,Male,35-39 years,358
2018-01,Departures,Male,35-39 years,266.378
2018-02,Departures,Male,35-39 years,282.682
2018-03,Departures,Male,35-39 years,306.56
2018-04,Departures,Male,35-39 years,294.944
2018-05,Departures,Male,35-39 years,318.242
2018-06,Departures,Male,35-39 years,335.562
2018-07,Departures,Male,35-39 years,330.318
2018-08,Departures,Male,35-39 years,290.242
2018-09,Departures,Male,35-39 years,301.976
2018-10,Departures,Male,35-39 years,308.83
2018-11,Departures,Male,35-39 years,321.628
2018-12,Departures,Male,35-39 years,456.048
2019-01,Departures,Male,35-39 years,317.79
2019-02,Departures,Male,35-39 years,269.43
2019-03,Departures,Male,35-39 years,293.158
2019-04,Departures,Male,35-39 years,283.436
2017-12,Departures,Female,40-44 years,273
2018-01,Departures,Female,40-44 years,203.892
2018-02,Departures,Female,40-44 years,129.326
2018-03,Departures,Female,40-44 years,175.186
2018-04,Departures,Female,40-44 years,181.048
2018-05,Departures,Female,40-44 years,171.75
2018-06,Departures,Female,40-44 years,165.544
2018-07,Departures,Female,40-44 years,238.648
2018-08,Departures,Female,40-44 years,170.056
2018-09,Departures,Female,40-44 years,156.898
2018-10,Departures,Female,40-44 years,186.108
2018-11,Departures,Female,40-44 years,195.99
2018-12,Departures,Female,40-44 years,351.922
2019-01,Departures,Female,40-44 years,217.78
2019-02,Departures,Female,40-44 years,142.756
2019-03,Departures,Female,40-44 years,163.76
2019-04,Departures,Female,40-44 years,169.3
2017-12,Departures,Male,40-44 years,249
2018-01,Departures,Male,40-44 years,190.146
2018-02,Departures,Male,40-44 years,172.708
2018-03,Departures,Male,40-44 years,221.12
2018-04,Departures,Male,40-44 years,194.156
2018-05,Departures,Male,40-44 years,202.918
2018-06,Departures,Male,40-44 years,214.878
2018-07,Departures,Male,40-44 years,212.276
2018-08,Departures,Male,40-44 years,208.922
2018-09,Departures,Male,40-44 years,193.078
2018-10,Departures,Male,40-44 years,210.746
2018-11,Departures,Male,40-44 years,217.62
2018-12,Departures,Male,40-44 years,315.592
2019-01,Departures,Male,40-44 years,218.436
2019-02,Departures,Male,40-44 years,167.002
2019-03,Departures,Male,40-44 years,215.228
2019-04,Departures,Male,40-44 years,195.98
2017-12,Departures,Female,45-49 years,197
2018-01,Departures,Female,45-49 years,187.1
2018-02,Departures,Female,45-49 years,124.368
2018-03,Departures,Female,45-49 years,159.9
2018-04,Departures,Female,45-49 years,145.666
